Time,Volt
-2.194e-06,0.120313
-2.192e-06,0.200937
-2.190e-06,0.15875
-2.188e-06,0.119375
-2.186e-06,0.118125
-2.184e-06,0.240313
-2.182e-06,0.19875
-2.180e-06,0.159063
-2.178e-06,0.162188
-2.176e-06,0.320937
-2.174e-06,0.28
-2.172e-06,0.12375
-2.170e-06,0
-2.168e-06,0.200937
-2.166e-06,0.159063
-2.164e-06,0.202188
-2.162e-06,0.239375
-2.160e-06,0.16
-2.158e-06,0.2
-2.156e-06,0.16
-2.154e-06,0.280625
-2.152e-06,0.319375
-2.150e-06,0.279688
-2.148e-06,0.28
-2.146e-06,0.244687
-2.144e-06,0.0403125
-2.142e-06,0.241563
-2.140e-06,0.1975
-2.138e-06,0.16
-2.136e-06,0.241875
-2.134e-06,0.439063
-2.132e-06,0.240625
-2.130e-06,0.360312
-2.128e-06,0.158438
-2.126e-06,0.242813
-2.124e-06,0.279062
-2.122e-06,0.119063
-2.120e-06,0.04
-2.118e-06,0.118125
-2.116e-06,0.28
-2.114e-06,0.155312
-2.112e-06,0.12625
-2.110e-06,0.359687
-2.108e-06,0.12
-2.106e-06,0.1975
-2.104e-06,0.159375
-2.102e-06,0.16
-2.100e-06,0.203125
-2.098e-06,0.359375
-2.096e-06,0.1175
-2.094e-06,0.04
-2.092e-06,0.199063
-2.090e-06,0.12
-2.088e-06,0.201875
-2.086e-06,0.237813
